image_path,herder1_x,herder1_y,herder2_x,herder2_y,target1_x,target1_y,target2_x,target2_y,target3_x,target3_y,target4_x,target4_y,target5_x,target5_y
frames7/frame_00000.png,0.4718494157089013,0.7915869305139334,0.4075584295974366,0.6579245618531987,0.6054428416039346,0.41093111400657184,0.3292401059843787,0.2673325450828968,0.3512436758606407,0.1496803170054509,0.6429870703343981,0.3442568893817983,0.8568166956844309,0.3018477898430298
frames7/frame_00001.png,0.4718494157089013,0.7915869305139334,0.4075584295974366,0.6579245618531987,0.6054428416039346,0.41093111400657184,0.3292401059843787,0.2673325450828968,0.3512436758606407,0.1496803170054509,0.6429870703343981,0.3442568893817983,0.8568166956844309,0.3018477898430298
frames7/frame_00002.png,0.4728103746113207,0.781633209702706,0.4126101371351236,0.6492943677097466,0.6053809385816208,0.4114522807992766,0.3275267298070164,0.2610996740635414,0.35401042538653044,0.15593152008742403,0.6375480356730815,0.34750176333071076,0.8505697144279518,0.3005647813129158
frames7/frame_00003.png,0.4728103746113207,0.781633209702706,0.4126101371351236,0.6492943677097466,0.6053809385816208,0.4114522807992766,0.3275267298070164,0.2610996740635414,0.35401042538653044,0.15593152008742403,0.6375480356730815,0.34750176333071076,0.8505697144279518,0.3005647813129158
frames7/frame_00004.png,0.4737713335137402,0.7716794888914786,0.41766184467281064,0.6406641735662945,0.6042948993167029,0.41153291277154624,0.3289910815186888,0.2596109601292669,0.353189717392581,0.1547297978617236,0.632657406512828,0.346197656390898,0.8498238268427869,0.3022669974452787
frames7/frame_00005.png,0.4737713335137402,0.7716794888914786,0.41766184467281064,0.6406641735662945,0.6042948993167029,0.41153291277154624,0.3289910815186888,0.2596109601292669,0.353189717392581,0.1547297978617236,0.632657406512828,0.346197656390898,0.8498238268427869,0.3022669974452787
frames7/frame_00006.png,0.47473229241615955,0.7617257680802514,0.42271355221049767,0.6320339794228421,0.60682872383993,0.4103160113803599,0.329114089964407,0.2617412626336185,0.3514159027405033,0.1539101514907485,0.6344110256227226,0.340710575674354,0.855533610660288,0.29470692815640515
frames7/frame_00007.png,0.47473229241615955,0.7617257680802514,0.42271355221049767,0.6320339794228421,0.60682872383993,0.4103160113803599,0.329114089964407,0.2617412626336185,0.3514159027405033,0.1539101514907485,0.6344110256227226,0.340710575674354,0.855533610660288,0.29470692815640515
frames7/frame_00008.png,0.475693251318579,0.7517720472690239,0.4277652597481847,0.62340378527939,0.6050620224326342,0.41403829824887867,0.3310726347334343,0.26602731743678804,0.3518113174102241,0.15477379334769595,0.6334105384881248,0.33887438919988494,0.8599606403444757,0.29923826489367644
frames7/frame_00009.png,0.475693251318579,0.7517720472690239,0.4277652597481847,0.62340378527939,0.6050620224326342,0.41403829824887867,0.3310726347334343,0.26602731743678804,0.3518113174102241,0.15477379334769595,0.6334105384881248,0.33887438919988494,0.8599606403444757,0.29923826489367644
